type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-11-19 13:09:47,53.96949087,-7.35647000,3.79,86.015,56.995,1.460,12,24,40,,
T,2024-11-19 13:09:48,53.96950460,-7.35646625,3.79,85.920,56.995,1.430,15,24,40,,
T,2024-11-19 13:09:49,53.96951868,-7.35646124,9.94,85.845,56.995,1.470,17,24,40,,
T,2024-11-19 13:09:50,53.96953330,-7.35645790,9.94,85.875,56.995,1.540,13,24,40,,
T,2024-11-19 13:09:51,53.96954807,-7.35645395,9.94,86.137,56.995,1.550,13,24,40,,
T,2024-11-19 13:09:52,53.96956308,-7.35645033,9.94,86.076,56.995,1.530,9,24,40,,
T,2024-11-19 13:09:53,53.96957718,-7.35644631,9.94,86.137,56.995,1.460,11,24,40,,
T,2024-11-19 13:09:54,53.96959060,-7.35643923,9.94,86.242,56.995,1.530,15,25,40,,
T,2024-11-19 13:09:55,53.96960396,-7.35643216,9.94,86.298,56.995,1.480,20,25,40,,
T,2024-11-19 13:09:56,53.96961744,-7.35642400,9.94,86.552,56.995,1.550,20,25,40,,
T,2024-11-19 13:09:57,53.96963062,-7.35641807,9.94,86.632,56.995,1.520,16,25,40,,
T,2024-11-19 13:09:58,53.96964489,-7.35641158,9.94,86.304,56.995,1.450,13,25,40,,
T,2024-11-19 13:09:59,53.96965927,-7.35640656,9.94,85.920,56.995,1.520,13,25,40,,
T,2024-11-19 13:10:00,53.96967305,-7.35640084,9.94,86.316,56.995,1.470,14,25,40,,
T,2024-11-19 13:10:01,53.96968618,-7.35639459,9.94,86.219,56.995,1.460,15,25,40,,
T,2024-11-19 13:10:02,53.96969912,-7.35638810,9.94,86.450,56.995,1.460,14,25,40,,
T,2024-11-19 13:10:03,53.96971076,-7.35638089,9.94,86.925,56.995,1.350,19,26,40,,
T,2024-11-19 13:10:04,53.96972174,-7.35637587,9.94,87.194,56.995,1.370,16,26,40,,
T,2024-11-19 13:10:05,53.96973425,-7.35637257,9.94,87.138,56.995,1.450,14,25,40,,
T,2024-11-19 13:10:06,53.96974760,-7.35637012,9.94,87.285,56.995,1.490,11,25,40,,
T,2024-11-19 13:10:07,53.96976173,-7.35636965,9.94,87.455,56.995,1.460,7,26,40,,
T,2024-11-19 13:10:08,53.96977626,-7.35637157,9.94,87.241,56.995,1.480,8,26,40,,
T,2024-11-19 13:10:09,53.96978972,-7.35636703,9.94,87.400,56.995,1.540,15,26,40,,
T,2024-11-19 13:10:10,53.96980222,-7.35636070,9.94,87.394,56.995,1.480,19,26,40,,
T,2024-11-19 13:10:11,53.96981552,-7.35635872,9.94,87.055,56.995,1.490,11,26,40,,
T,2024-11-19 13:10:12,53.96983177,-7.35635708,9.94,86.832,56.995,1.830,12,26,40,,
T,2024-11-19 13:10:13,53.96984614,-7.35635096,9.94,87.316,56.995,1.630,23,26,40,,
T,2024-11-19 13:10:14,53.96985965,-7.35633965,9.94,87.710,56.995,1.650,20,25,40,,
T,2024-11-19 13:10:15,53.96987271,-7.35633301,9.94,87.839,56.995,1.490,12,25,40,,
T,2024-11-19 13:10:16,53.96988554,-7.35632678,3.79,87.921,56.995,1.470,11,25,40,,
T,2024-11-19 13:10:17,53.96989855,-7.35632207,3.79,88.344,56.995,1.490,10,25,40,,
T,2024-11-19 13:10:18,53.96991176,-7.35631731,3.79,88.484,56.995,1.480,12,25,40,,
T,2024-11-19 13:10:19,53.96992490,-7.35631370,3.79,88.166,56.995,1.490,11,25,40,,
T,2024-11-19 13:10:20,53.96993820,-7.35631028,3.79,87.339,56.995,1.480,11,23,40,,
T,2024-11-19 13:10:21,53.96995173,-7.35630406,3.79,88.198,56.995,1.580,15,24,40,,
T,2024-11-19 13:10:22,53.96996508,-7.35629796,3.79,88.123,56.995,1.510,12,24,40,,
T,2024-11-19 13:10:23,53.96997759,-7.35629062,3.79,88.432,56.995,1.410,17,25,40,,
T,2024-11-19 13:10:24,53.96998983,-7.35628554,3.79,88.241,56.995,1.410,16,26,40,,
T,2024-11-19 13:10:25,53.97000236,-7.35628024,3.79,88.033,56.995,1.460,9,25,40,,
T,2024-11-19 13:10:26,53.97001446,-7.35627435,3.79,88.548,56.995,1.500,15,25,40,,
T,2024-11-19 13:10:27,53.97002714,-7.35627038,3.79,88.159,56.995,1.380,10,24,40,,
T,2024-11-19 13:10:28,53.97004006,-7.35626499,3.79,88.013,56.995,1.450,13,24,40,,
T,2024-11-19 13:10:29,53.97005314,-7.35626121,3.79,88.026,56.995,1.510,13,23,40,,
T,2024-11-19 13:10:30,53.97006604,-7.35625748,3.79,88.287,56.995,1.490,15,25,40,,
T,2024-11-19 13:10:31,53.97007940,-7.35625192,3.79,87.964,56.995,1.390,13,25,40,,
T,2024-11-19 13:10:32,53.97009191,-7.35624519,3.79,88.156,56.995,1.440,16,25,40,,
T,2024-11-19 13:10:33,53.97010374,-7.35623922,3.79,88.326,56.995,1.400,14,26,40,,
T,2024-11-19 13:10:34,53.97011726,-7.35623303,3.79,88.365,56.995,1.490,12,27,40,,
T,2024-11-19 13:10:35,53.97013091,-7.35622792,3.79,88.503,56.995,1.590,13,27,40,,
T,2024-11-19 13:10:36,53.97014422,-7.35622064,3.79,88.659,56.995,1.550,16,26,40,,
T,2024-11-19 13:10:37,53.97015537,-7.35621497,3.79,88.684,56.995,1.340,13,28,40,,
T,2024-11-19 13:10:38,53.97016716,-7.35620853,3.79,88.453,56.995,1.490,13,28,40,,
T,2024-11-19 13:10:39,53.97018026,-7.35620171,3.79,88.687,56.995,1.530,15,28,40,,
T,2024-11-19 13:10:40,53.97019464,-7.35619495,3.79,88.260,56.995,1.360,17,28,40,,
T,2024-11-19 13:10:41,53.97020869,-7.35619002,3.79,88.088,56.995,1.470,12,28,40,,
T,2024-11-19 13:10:42,53.97022220,-7.35618339,3.79,88.118,56.995,1.480,16,28,40,,
T,2024-11-19 13:10:43,53.97023576,-7.35617822,3.79,88.542,56.995,1.560,10,28,40,,
T,2024-11-19 13:10:44,53.97025187,-7.35617233,3.79,88.695,56.995,1.550,11,27,40,,
T,2024-11-19 13:10:45,53.97026580,-7.35616668,3.79,88.580,56.995,1.460,10,27,40,,
T,2024-11-19 13:10:46,53.97027769,-7.35616147,3.79,88.347,56.995,1.420,13,27,40,,
T,2024-11-19 13:10:47,53.97028990,-7.35615645,3.79,88.262,56.995,1.440,13,27,40,,
T,2024-11-19 13:10:48,53.97030224,-7.35615088,3.79,88.579,56.995,1.440,13,27,40,,
T,2024-11-19 13:10:49,53.97031510,-7.35614477,3.79,88.470,56.995,1.510,12,27,40,,
T,2024-11-19 13:10:50,53.97032787,-7.35613960,3.79,88.148,56.995,1.430,13,27,40,,
T,2024-11-19 13:10:51,53.97034113,-7.35613508,3.79,88.359,56.995,1.440,11,26,40,,
T,2024-11-19 13:10:52,53.97035334,-7.35612957,3.79,88.341,56.995,1.380,16,26,40,,
T,2024-11-19 13:10:53,53.97036537,-7.35612316,3.79,88.055,56.995,1.420,19,25,40,,
T,2024-11-19 13:10:54,53.97037856,-7.35611853,3.79,88.187,56.995,1.510,14,25,40,,
T,2024-11-19 13:10:55,53.97039242,-7.35611556,3.79,88.051,56.995,1.610,8,25,40,,
T,2024-11-19 13:10:56,53.97040505,-7.35611411,3.79,87.801,56.995,1.400,9,26,40,,
T,2024-11-19 13:10:57,53.97041889,-7.35610995,3.79,87.771,56.995,1.490,12,26,40,,
T,2024-11-19 13:10:58,53.97043303,-7.35610352,3.79,87.634,56.995,1.460,15,27,40,,
T,2024-11-19 13:10:59,53.97044604,-7.35609657,3.79,87.783,56.995,1.480,15,27,40,,
T,2024-11-19 13:11:00,53.97045788,-7.35609052,3.79,87.578,56.995,1.400,14,27,40,,
T,2024-11-19 13:11:01,53.97046998,-7.35608358,3.79,87.632,56.995,1.490,16,27,40,,
T,2024-11-19 13:11:02,53.97048262,-7.35607815,3.79,87.529,56.995,1.460,14,27,40,,
T,2024-11-19 13:11:03,53.97049541,-7.35607284,3.79,87.589,56.995,1.500,14,27,40,,
T,2024-11-19 13:11:04,53.97050877,-7.35606771,3.79,87.255,56.995,1.450,12,27,40,,
T,2024-11-19 13:11:05,53.97051959,-7.35606203,3.79,86.641,56.995,1.300,13,26,40,,
T,2024-11-19 13:11:06,53.97053299,-7.35605724,3.79,86.406,56.995,1.480,8,26,40,,
T,2024-11-19 13:11:07,53.97054666,-7.35605239,3.79,86.338,56.995,1.500,11,26,40,,
T,2024-11-19 13:11:08,53.97056009,-7.35604613,3.79,86.496,56.995,1.500,11,27,40,,
T,2024-11-19 13:11:09,53.97057297,-7.35604010,3.79,86.617,56.995,1.490,11,27,40,,
T,2024-11-19 13:11:10,53.97058726,-7.35603356,3.79,86.702,56.995,1.510,15,27,40,,
T,2024-11-19 13:11:11,53.97060135,-7.35602978,3.79,86.775,56.995,1.510,9,27,39,,
T,2024-11-19 13:11:12,53.97061467,-7.35602648,3.79,86.625,56.995,1.530,10,27,40,,
T,2024-11-19 13:11:13,53.97062734,-7.35602136,3.79,86.790,56.995,1.490,14,27,40,,
T,2024-11-19 13:11:14,53.97064036,-7.35601643,3.79,86.790,56.995,1.490,13,27,40,,
T,2024-11-19 13:11:15,53.97065376,-7.35601166,3.79,86.781,56.995,1.510,14,27,40,,
T,2024-11-19 13:11:16,53.97066792,-7.35600619,3.79,86.884,56.995,1.510,13,25,40,,
T,2024-11-19 13:11:17,53.97068077,-7.35600305,3.79,86.790,56.995,1.410,9,25,40,,
T,2024-11-19 13:11:18,53.97069437,-7.35599767,3.79,87.112,56.995,1.490,12,25,40,,
T,2024-11-19 13:11:19,53.97070816,-7.35598958,3.79,86.758,56.996,1.530,13,26,40,,
T,2024-11-19 13:11:20,53.97072092,-7.35597953,3.79,86.987,56.996,1.510,12,26,40,,
T,2024-11-19 13:11:21,53.97073334,-7.35596856,3.79,86.832,56.996,1.520,19,27,40,,
T,2024-11-19 13:11:22,53.97074375,-7.35596105,3.79,87.535,56.996,1.280,22,27,40,,
T,2024-11-19 13:11:23,53.97074469,-7.35591302,3.79,87.856,56.996,3.560,89,27,40,,
T,2024-11-19 13:11:24,53.97075061,-7.35589362,3.79,88.796,56.995,1.950,39,27,40,,
T,2024-11-19 13:11:25,53.97077009,-7.35590920,3.79,88.003,56.996,1.490,17,27,40,,
T,2024-11-19 13:11:26,53.97078686,-7.35591782,3.79,87.854,56.996,1.470,13,26,40,,
T,2024-11-19 13:11:27,53.97080545,-7.35592631,3.79,87.754,56.996,1.520,16,27,40,,
T,2024-11-19 13:11:28,53.97082151,-7.35592877,3.79,87.574,56.996,1.560,14,26,40,,
T,2024-11-19 13:11:29,53.97083579,-7.35592739,3.79,87.331,56.996,1.520,13,26,40,,
T,2024-11-19 13:11:30,53.97084918,-7.35592073,3.79,87.702,56.996,1.510,19,26,40,,
T,2024-11-19 13:11:31,53.97086192,-7.35591219,3.79,87.859,56.996,1.620,24,26,40,,
T,2024-11-19 13:11:32,53.97087506,-7.35590785,3.79,87.976,56.996,1.560,12,26,40,,
T,2024-11-19 13:11:33,53.97088662,-7.35590251,3.79,87.982,56.996,1.510,15,26,40,,
T,2024-11-19 13:11:34,53.97089991,-7.35589882,3.79,87.891,56.996,1.550,11,26,40,,
T,2024-11-19 13:11:35,53.97091402,-7.35589666,3.79,87.700,56.996,1.530,11,26,40,,
T,2024-11-19 13:11:36,53.97092840,-7.35589170,3.79,87.552,56.996,1.570,14,26,40,,
T,2024-11-19 13:11:37,53.97094449,-7.35588930,3.79,87.099,56.996,1.480,6,26,40,,
T,2024-11-19 13:11:38,53.97095992,-7.35588469,3.79,87.160,56.996,1.580,15,26,40,,
T,2024-11-19 13:11:39,53.97097385,-7.35587657,3.79,87.050,56.996,1.570,19,26,40,,
T,2024-11-19 13:11:40,53.97098769,-7.35587281,3.79,87.049,56.996,1.480,10,26,40,,
T,2024-11-19 13:11:41,53.97100074,-7.35586787,3.79,87.247,56.996,1.510,14,26,40,,
T,2024-11-19 13:11:42,53.97101421,-7.35586452,3.79,87.399,56.996,1.580,11,26,40,,
T,2024-11-19 13:11:43,53.97102739,-7.35585655,3.79,87.683,56.996,1.550,16,26,40,,
T,2024-11-19 13:11:44,53.97103894,-7.35585257,3.79,87.410,56.996,1.410,8,26,40,,
T,2024-11-19 13:11:45,53.97105049,-7.35584559,3.79,87.521,56.996,1.550,13,26,40,,
T,2024-11-19 13:11:46,53.97106306,-7.35584036,3.79,87.484,56.996,1.490,14,26,40,,
T,2024-11-19 13:11:47,53.97107709,-7.35583471,3.79,87.672,56.996,1.590,14,25,40,,
T,2024-11-19 13:11:48,53.97109021,-7.35582758,3.79,87.237,56.996,1.540,17,25,40,,
T,2024-11-19 13:11:49,53.97110467,-7.35582316,3.79,87.185,56.996,1.520,9,25,40,,
T,2024-11-19 13:11:50,53.97111844,-7.35581718,3.79,87.183,56.996,1.530,17,25,40,,
T,2024-11-19 13:11:51,53.97113184,-7.35581071,3.79,87.118,56.996,1.510,16,25,40,,
T,2024-11-19 13:11:52,53.97114576,-7.35580414,3.79,87.067,56.996,1.530,15,25,40,,
T,2024-11-19 13:11:53,53.97115900,-7.35580088,3.79,86.368,56.996,1.520,7,25,40,,
T,2024-11-19 13:11:54,53.97117232,-7.35579683,3.79,86.764,56.996,1.550,11,25,39,,
T,2024-11-19 13:11:55,53.97118549,-7.35579583,3.79,86.836,56.996,1.500,4,25,40,,
T,2024-11-19 13:11:56,53.97120018,-7.35579489,3.79,86.865,56.996,1.560,10,25,40,,
T,2024-11-19 13:11:57,53.97121342,-7.35579144,3.79,86.962,56.996,1.530,11,16,40,,
T,2024-11-19 13:11:58,53.97122772,-7.35578875,3.79,86.617,56.996,1.550,12,16,40,,
T,2024-11-19 13:11:59,53.97124061,-7.35578463,3.79,87.104,56.996,1.520,11,16,40,,
T,2024-11-19 13:12:00,53.97125235,-7.35578065,3.79,87.298,56.996,1.450,10,16,40,,
T,2024-11-19 13:12:01,53.97126373,-7.35577675,3.79,87.177,56.996,1.400,10,16,40,,
T,2024-11-19 13:12:02,53.97127588,-7.35577079,3.79,87.501,56.996,1.480,13,16,40,,
T,2024-11-19 13:12:03,53.97128771,-7.35576529,3.79,87.691,56.996,1.460,12,16,40,,
T,2024-11-19 13:12:04,53.97129951,-7.35576074,3.79,87.136,56.996,1.450,9,16,40,,
T,2024-11-19 13:12:05,53.97131217,-7.35575549,3.79,87.579,56.996,1.470,15,16,40,,
T,2024-11-19 13:12:06,53.97132617,-7.35575008,3.79,87.421,56.996,1.540,12,16,40,,
T,2024-11-19 13:12:07,53.97133834,-7.35574721,3.79,87.305,56.996,1.430,8,26,40,,
T,2024-11-19 13:12:08,53.97135090,-7.35574418,3.79,87.235,56.996,1.520,11,26,40,,
T,2024-11-19 13:12:09,53.97136526,-7.35573814,3.79,86.998,56.996,1.560,17,26,40,,
T,2024-11-19 13:12:10,53.97138020,-7.35573077,3.79,86.997,56.996,1.560,17,26,39,,
T,2024-11-19 13:12:11,53.97139662,-7.35572151,3.79,86.685,56.996,1.690,20,26,40,,
T,2024-11-19 13:12:12,53.97140844,-7.35571575,3.79,86.478,56.996,1.310,16,26,40,,
T,2024-11-19 13:12:13,53.97141992,-7.35571427,3.79,86.255,56.996,1.340,8,25,40,,
T,2024-11-19 13:12:14,53.97143196,-7.35571161,3.79,86.290,56.996,1.360,10,26,40,,
T,2024-11-19 13:12:15,53.97144415,-7.35571009,3.79,85.605,56.996,1.370,5,26,40,,
T,2024-11-19 13:12:16,53.97145847,-7.35570745,3.79,86.389,56.996,1.520,7,26,40,,
T,2024-11-19 13:12:17,53.97147218,-7.35570470,3.79,86.556,56.996,1.470,7,26,40,,
T,2024-11-19 13:12:18,53.97148570,-7.35570371,3.79,86.379,56.996,1.450,3,25,40,,
T,2024-11-19 13:12:19,53.97149980,-7.35570472,3.79,85.629,56.996,1.400,359,25,40,,
T,2024-11-19 13:12:20,53.97151371,-7.35570553,3.79,85.325,56.996,1.430,360,24,40,,
T,2024-11-19 13:12:21,53.97152720,-7.35570695,3.79,85.209,56.996,1.440,3,24,40,,
T,2024-11-19 13:12:22,53.97154123,-7.35570495,3.79,85.238,56.996,1.530,10,25,40,,
T,2024-11-19 13:12:23,53.97155491,-7.35569855,3.79,84.985,56.996,1.490,13,25,40,,
T,2024-11-19 13:12:24,53.97156820,-7.35569562,3.79,84.607,56.996,1.420,5,26,40,,
T,2024-11-19 13:12:25,53.97158073,-7.35569527,3.79,83.924,56.996,1.390,4,26,40,,
T,2024-11-19 13:12:26,53.97159331,-7.35569247,3.79,84.252,56.996,1.500,8,26,40,,
T,2024-11-19 13:12:27,53.97160592,-7.35569205,3.79,83.864,56.996,1.460,1,26,39,,
T,2024-11-19 13:12:28,53.97161961,-7.35569480,3.79,83.405,56.996,1.520,0,25,41,,
T,2024-11-19 13:12:29,53.97163461,-7.35569661,3.79,83.502,56.996,1.500,4,25,41,,
T,2024-11-19 13:12:30,53.97164955,-7.35569576,3.79,83.970,56.996,1.460,8,25,41,,
T,2024-11-19 13:12:31,53.97166362,-7.35569377,3.79,84.452,56.996,1.430,10,26,41,,
T,2024-11-19 13:12:32,53.97167696,-7.35569102,3.79,84.972,56.996,1.540,8,26,41,,
T,2024-11-19 13:12:33,53.97168979,-7.35568904,9.94,85.184,56.996,1.490,6,26,40,,
T,2024-11-19 13:12:34,53.97170250,-7.35568743,9.94,85.241,56.996,1.490,6,26,40,,
T,2024-11-19 13:12:35,53.97171588,-7.35568555,9.94,84.585,56.996,1.560,5,26,41,,
T,2024-11-19 13:12:36,53.97172803,-7.35568459,9.94,84.339,56.996,1.450,5,26,41,,
T,2024-11-19 13:12:37,53.97174061,-7.35568304,9.94,84.372,56.996,1.460,5,26,41,,
T,2024-11-19 13:12:38,53.97175387,-7.35568333,9.94,84.007,56.996,1.500,5,26,41,,
T,2024-11-19 13:12:39,53.97176776,-7.35568370,9.94,83.937,56.996,1.490,5,26,41,,
T,2024-11-19 13:12:40,53.97178076,-7.35568331,9.94,83.959,56.996,1.410,8,26,41,,
T,2024-11-19 13:12:41,53.97179394,-7.35568051,9.94,84.013,56.996,1.450,8,26,41,,
T,2024-11-19 13:12:42,53.97180917,-7.35567782,9.94,84.049,56.996,1.530,8,26,41,,
T,2024-11-19 13:12:43,53.97182392,-7.35567444,9.94,84.137,56.996,1.510,7,26,41,,
T,2024-11-19 13:12:44,53.97183891,-7.35567042,9.94,83.666,56.996,1.570,6,26,41,,
T,2024-11-19 13:12:45,53.97185346,-7.35566512,9.94,84.048,56.996,1.480,9,26,41,,
T,2024-11-19 13:12:46,53.97186770,-7.35565971,9.94,84.292,56.997,1.520,7,26,41,,
T,2024-11-19 13:12:47,53.97188125,-7.35565694,9.94,84.130,56.997,1.490,5,26,41,,
T,2024-11-19 13:12:48,53.97189506,-7.35565498,9.94,84.230,56.997,1.490,0,26,41,,
T,2024-11-19 13:12:49,53.97190989,-7.35565200,9.94,84.459,56.997,1.550,2,26,41,,
T,2024-11-19 13:12:50,53.97192507,-7.35564946,9.94,84.127,56.997,1.580,3,26,41,,
T,2024-11-19 13:12:51,53.97194007,-7.35564483,9.94,84.440,56.997,1.560,6,26,41,,
T,2024-11-19 13:12:52,53.97195448,-7.35564045,9.94,84.205,56.997,1.520,5,26,41,,
T,2024-11-19 13:12:53,53.97196872,-7.35563588,9.94,84.395,56.997,1.570,7,26,41,,
T,2024-11-19 13:12:54,53.97198236,-7.35563138,9.94,84.370,56.997,1.500,6,26,41,,
T,2024-11-19 13:12:55,53.97199606,-7.35562972,9.94,84.137,56.997,1.510,6,26,41,,
T,2024-11-19 13:12:56,53.97201040,-7.35562953,9.94,83.749,56.997,1.520,2,26,41,,
T,2024-11-19 13:12:57,53.97202549,-7.35562967,3.79,83.539,56.997,1.550,4,26,41,,
T,2024-11-19 13:12:58,53.97204028,-7.35562779,3.79,83.691,56.997,1.530,5,26,41,,
T,2024-11-19 13:12:59,53.97205523,-7.35562851,3.79,83.771,56.997,1.530,3,26,41,,
T,2024-11-19 13:13:00,53.97207027,-7.35562764,3.79,83.856,56.997,1.580,5,26,41,,
T,2024-11-19 13:13:01,53.97208428,-7.35562654,3.79,84.134,56.997,1.600,7,26,41,,
T,2024-11-19 13:13:02,53.97209797,-7.35562396,3.79,84.289,56.997,1.550,9,26,41,,
T,2024-11-19 13:13:03,53.97211199,-7.35562218,3.79,84.588,56.997,1.540,8,26,41,,
T,2024-11-19 13:13:04,53.97212517,-7.35561863,3.79,84.471,56.997,1.410,12,27,41,,
T,2024-11-19 13:13:05,53.97213883,-7.35561474,3.79,84.266,56.997,1.530,10,27,41,,
T,2024-11-19 13:13:06,53.97215092,-7.35561353,3.79,84.317,56.997,1.450,4,27,41,,
T,2024-11-19 13:13:07,53.97216258,-7.35561329,3.79,84.635,56.997,1.500,1,26,41,,
T,2024-11-19 13:13:08,53.97217551,-7.35561280,3.79,84.401,56.997,1.580,359,25,41,,
T,2024-11-19 13:13:09,53.97218924,-7.35561136,3.79,84.322,56.997,1.550,359,27,41,,
T,2024-11-19 13:13:10,53.97220209,-7.35560887,3.79,84.458,56.997,1.370,3,27,41,,
T,2024-11-19 13:13:11,53.97221651,-7.35560267,3.79,84.407,56.997,1.500,12,27,41,,
T,2024-11-19 13:13:12,53.97223020,-7.35559530,3.79,84.404,56.997,1.410,14,27,41,,
T,2024-11-19 13:13:13,53.97224453,-7.35558830,3.79,84.738,56.997,1.480,14,26,41,,
T,2024-11-19 13:13:14,53.97225790,-7.35558265,3.79,84.644,56.997,1.430,10,26,41,,
T,2024-11-19 13:13:15,53.97227102,-7.35557667,3.79,85.028,56.997,1.460,7,26,41,,
T,2024-11-19 13:13:16,53.97228433,-7.35557139,3.79,84.987,56.997,1.460,4,27,41,,
T,2024-11-19 13:13:17,53.97229766,-7.35556488,3.79,85.370,56.997,1.490,5,27,41,,
T,2024-11-19 13:13:18,53.97231073,-7.35555842,3.79,85.293,56.997,1.440,359,27,41,,
T,2024-11-19 13:13:19,53.97232539,-7.35555387,3.79,85.059,56.997,1.470,1,27,41,,
T,2024-11-19 13:13:20,53.97233763,-7.35554948,3.79,85.277,56.997,1.330,10,27,41,,
T,2024-11-19 13:13:21,53.97235014,-7.35554427,3.79,85.270,56.997,1.460,11,27,41,,
T,2024-11-19 13:13:22,53.97236263,-7.35554046,3.79,85.426,56.997,1.460,6,26,41,,
T,2024-11-19 13:13:23,53.97237614,-7.35553882,3.79,85.158,56.997,1.480,3,26,41,,
T,2024-11-19 13:13:24,53.97238887,-7.35553421,3.79,85.017,56.997,1.470,12,26,41,,
T,2024-11-19 13:13:25,53.97240076,-7.35552801,3.79,85.430,56.997,1.470,15,26,41,,
T,2024-11-19 13:13:26,53.97241431,-7.35552480,3.79,85.023,56.997,1.480,10,25,41,,
T,2024-11-19 13:13:27,53.97242789,-7.35552112,3.79,84.958,56.997,1.460,11,24,41,,
T,2024-11-19 13:13:28,53.97244127,-7.35551842,3.79,84.484,56.997,1.460,7,24,41,,
T,2024-11-19 13:13:29,53.97245388,-7.35551208,3.79,85.190,56.997,1.540,11,24,41,,
T,2024-11-19 13:13:30,53.97246621,-7.35550903,3.79,84.978,56.997,1.470,4,24,41,,
T,2024-11-19 13:13:31,53.97247880,-7.35550403,3.79,85.168,56.997,1.500,7,24,41,,
T,2024-11-19 13:13:32,53.97249190,-7.35550264,3.79,85.201,56.997,1.470,6,25,41,,
T,2024-11-19 13:13:33,53.97250480,-7.35549909,3.79,85.293,56.997,1.480,12,25,41,,
T,2024-11-19 13:13:34,53.97251738,-7.35549518,3.79,85.217,56.997,1.480,12,25,41,,
T,2024-11-19 13:13:35,53.97253058,-7.35549134,3.79,85.229,56.997,1.540,10,25,41,,
T,2024-11-19 13:13:36,53.97254406,-7.35548986,3.79,85.043,56.997,1.440,7,25,41,,
T,2024-11-19 13:13:37,53.97255699,-7.35548373,3.79,84.816,56.997,1.410,13,25,41,,
T,2024-11-19 13:13:38,53.97256947,-7.35547416,3.79,84.297,56.997,1.470,30,25,41,,
T,2024-11-19 13:13:39,53.97258360,-7.35547025,3.79,84.509,56.997,1.560,10,26,41,,
T,2024-11-19 13:13:40,53.97259622,-7.35546862,3.79,84.452,56.997,1.560,8,26,40,,
T,2024-11-19 13:13:41,53.97260980,-7.35546521,3.79,84.179,56.997,1.600,8,26,41,,
T,2024-11-19 13:13:42,53.97262453,-7.35546205,3.79,83.829,56.997,1.710,9,26,41,,
T,2024-11-19 13:13:43,53.97263803,-7.35546160,3.79,83.021,56.997,1.660,2,26,41,,
T,2024-11-19 13:13:44,53.97265001,-7.35546032,3.79,82.710,56.997,1.530,3,26,41,,
T,2024-11-19 13:13:45,53.97266169,-7.35545571,3.79,82.166,56.997,1.610,11,25,41,,
T,2024-11-19 13:13:46,53.97267162,-7.35544750,3.79,81.938,56.997,1.530,21,23,41,,
T,2024-11-19 13:13:47,53.97268400,-7.35544172,3.79,80.959,56.997,1.630,12,23,41,,
T,2024-11-19 13:13:48,53.97269560,-7.35543814,3.79,80.785,56.997,1.530,8,15,41,,
T,2024-11-19 13:13:49,53.97270803,-7.35543326,3.79,80.597,56.997,1.540,17,15,41,,
T,2024-11-19 13:13:50,53.97272051,-7.35542671,3.79,80.346,56.997,1.510,19,15,41,,
T,2024-11-19 13:13:51,53.97273175,-7.35542056,3.79,80.403,56.997,1.520,14,15,41,,
T,2024-11-19 13:13:52,53.97274359,-7.35541665,3.79,80.383,56.997,1.440,8,15,41,,
T,2024-11-19 13:13:53,53.97275577,-7.35541413,3.79,80.631,56.997,1.460,2,15,41,,
T,2024-11-19 13:13:54,53.97276794,-7.35540419,3.79,80.596,56.997,1.580,22,15,41,,
T,2024-11-19 13:13:55,53.97277708,-7.35539783,3.79,81.133,56.997,1.350,18,15,41,,
T,2024-11-19 13:13:56,53.97278839,-7.35539183,3.79,81.450,56.997,1.440,15,15,41,,
T,2024-11-19 13:13:57,53.97279991,-7.35538704,3.79,81.579,56.997,1.410,12,15,41,,
T,2024-11-19 13:13:58,53.97281230,-7.35538075,3.79,81.121,56.997,1.420,14,15,41,,
T,2024-11-19 13:13:59,53.97282540,-7.35537436,3.79,80.590,56.997,1.460,11,15,41,,
T,2024-11-19 13:14:00,53.97283737,-7.35536498,3.79,81.019,56.997,1.460,22,15,41,,
T,2024-11-19 13:14:01,53.97285036,-7.35535963,3.79,80.334,56.997,1.450,13,15,41,,
T,2024-11-19 13:14:02,53.97286198,-7.35535536,3.79,80.691,56.997,1.420,12,15,41,,
T,2024-11-19 13:14:03,53.97287519,-7.35534762,3.79,80.691,56.997,1.500,19,15,40,,
T,2024-11-19 13:14:04,53.97288768,-7.35534045,3.79,81.202,56.997,1.490,15,15,41,,
T,2024-11-19 13:14:05,53.97290034,-7.35533474,3.79,81.184,56.997,1.440,13,15,41,,
T,2024-11-19 13:14:06,53.97291175,-7.35533166,3.79,81.395,56.997,1.400,3,15,41,,
T,2024-11-19 13:14:07,53.97292374,-7.35532225,3.79,81.827,56.997,1.470,20,15,41,,
T,2024-11-19 13:14:08,53.97293471,-7.35531240,3.79,82.076,56.997,1.410,29,15,41,,
T,2024-11-19 13:14:09,53.97294916,-7.35530793,3.79,81.505,56.997,1.550,10,14,41,,
T,2024-11-19 13:14:10,53.97296210,-7.35530113,3.79,81.504,56.997,1.440,18,15,41,,
T,2024-11-19 13:14:11,53.97297492,-7.35529404,3.79,81.123,56.997,1.450,20,16,41,,
T,2024-11-19 13:14:12,53.97298694,-7.35529157,3.79,81.281,56.997,1.320,9,16,41,,
T,2024-11-19 13:14:13,53.97300103,-7.35528525,3.79,80.655,56.997,1.510,17,16,41,,
T,2024-11-19 13:14:14,53.97301426,-7.35528133,3.79,80.726,56.997,1.420,10,16,41,,
